"CNY","EUR","JPY","GBP","CAD","AUD","G_USD"
8.2768,0.8655,107.33,1.4313,1.5484,0.5277,265.95
8.2772,0.8609,107.86,1.4279,1.5431,0.5215,264.75
8.2768,0.8605,107.5,1.4392,1.542,0.5211,264.35
8.2773,0.8567,108.05,1.4294,1.5442,0.5188,264.65
8.2768,0.8575,108.85,1.4261,1.5526,0.5195,265
8.2773,0.8516,108.95,1.4235,1.554,0.5182,266.5
8.2769,0.8474,108.82,1.4222,1.5564,0.5193,265.75
8.2779,0.8492,109.83,1.4229,1.5581,0.5143,266.35
8.2786,0.8428,110.1,1.4176,1.55,0.5107,265.85
8.2782,0.843,110.18,1.4068,1.5462,0.5245,266.55
8.2779,0.838,111.25,1.3994,1.5376,0.5234,266.35
8.278,0.8513,110.51,1.4187,1.5358,0.5255,270
8.2777,0.8558,110.09,1.4173,1.5358,0.5223,269.6
8.2774,0.8575,111.12,1.4231,1.5411,0.5212,266.55
8.2777,0.8716,110.35,1.4246,1.5339,0.5275,270.45
8.2775,0.8783,111.26,1.4376,1.5458,0.5365,269.4
8.2771,0.8873,111.04,1.4531,1.5437,0.5439,271.2
8.277,0.8804,111.1,1.4338,1.5421,0.5405,270.55
8.277,0.8905,110.31,1.4416,1.527,0.547,274.75
8.277,0.8887,110.59,1.4429,1.5266,0.547,273.85
8.2769,0.8831,111.28,1.4452,1.5204,0.5451,272.8
8.2773,0.8766,110.71,1.4566,1.5239,0.5411,270.85
8.2771,0.8795,111.37,1.4488,1.5278,0.541,270.95
8.277,0.8755,112.41,1.4537,1.5196,0.5383,269.05
8.2768,0.8889,112.29,1.471,1.5156,0.5411,269.55
8.2768,0.8956,112.47,1.4743,1.5206,0.5435,270.95
8.2774,0.8936,112.08,1.4726,1.5272,0.5411,270.15
8.2772,0.8931,112.48,1.4665,1.52,0.5449,270.25
8.2769,0.9137,112.71,1.4769,1.521,0.5495,272.85
8.2768,0.916,112.24,1.4713,1.5202,0.5545,274.15
8.2777,0.9253,112.8,1.4816,1.5169,0.557,273.95
8.2769,0.9293,113.61,1.4838,1.5098,0.559,274.45
8.277,0.9298,114.3,1.4942,1.5104,0.5593,275.25
8.2781,0.9283,114.33,1.4921,1.5008,0.554,272.25
8.2774,0.9397,114.43,1.4936,1.5005,0.5574,272.25
8.2779,0.9486,114.37,1.4988,1.4915,0.5586,269.25
8.2773,0.9295,113.61,1.4925,1.498,0.5573,268.15
8.2781,0.9502,115.53,1.4997,1.4975,0.5653,267.55
8.2775,0.9567,116.52,1.5022,1.4982,0.5714,268.15
8.2778,0.9503,115.69,1.4971,1.4938,0.5684,268.35
8.2771,0.9438,116.69,1.4912,1.4962,0.5631,267.75
8.2769,0.9394,116.42,1.4901,1.5012,0.5563,264.95
8.2767,0.9511,117.62,1.4948,1.4938,0.5612,264.25
8.2768,0.9517,118.35,1.4793,1.4988,0.5565,264.3
8.2766,0.941,117.33,1.4695,1.5053,0.5553,263.55
8.2764,0.934,118.78,1.4735,1.5107,0.5528,263.55
8.2764,0.9442,118.07,1.473,1.5136,0.5582,264.55
8.2764,0.9338,117.14,1.4638,1.5119,0.5563,264.75
8.277,0.9386,114.81,1.4752,1.5059,0.5494,265.65
8.2766,0.9299,114.75,1.4578,1.5107,0.5486,263.75
8.2765,0.9304,116.21,1.4553,1.5115,0.546,263.35
8.2763,0.9177,116.56,1.4435,1.5105,0.5336,260.65
8.2764,0.9257,117.51,1.4466,1.5093,0.5358,260.65
8.2774,0.931,117.44,1.4527,1.5211,0.5386,261.35
8.2765,0.9198,116.52,1.4521,1.5211,0.5341,260.95
8.2764,0.9182,116.37,1.457,1.5278,0.5302,259.85
8.2772,0.9031,115.57,1.4484,1.5287,0.522,255.85
8.277,0.9137,115.69,1.4478,1.5403,0.5287,258.95
8.2767,0.9099,115.6,1.4458,1.54,0.5241,256.65
8.2772,0.9079,116.6,1.4418,1.5367,0.5242,258.65
8.2769,0.9046,116.36,1.4449,1.5374,0.5237,259.05
8.2774,0.9185,115.63,1.4542,1.537,0.5262,261.55
8.2776,0.9113,116.48,1.444,1.5278,0.523,266.85
8.2781,0.916,116.25,1.4432,1.5282,0.5257,268.25
8.2783,0.9229,117.39,1.4456,1.5358,0.526,267.15
8.2778,0.9316,117.32,1.4568,1.5476,0.5284,265.65
8.2782,0.9339,118.92,1.47,1.5438,0.5293,262.85
8.2777,0.9298,119.03,1.467,1.5467,0.5208,263.05
8.2778,0.9331,118.86,1.4668,1.5392,0.5186,260.75
8.2773,0.9284,119.82,1.4597,1.5492,0.5092,262.45
8.277,0.9312,119.72,1.4683,1.5455,0.511,267.1
8.2774,0.9325,119.69,1.4672,1.5448,0.5082,271.75
8.2784,0.9279,120.42,1.463,1.55,0.5088,272.55
8.2783,0.914,119.82,1.4482,1.5431,0.5034,267.85
8.2778,0.9096,121.02,1.4449,1.5563,0.4946,263.45
8.2776,0.9006,122.35,1.4386,1.5607,0.4926,260.65
8.2771,0.8959,122.8,1.4285,1.5661,0.494,259.05
8.2772,0.8982,122.96,1.423,1.5669,0.4982,260.75
8.2772,0.9087,122.17,1.4328,1.5608,0.5018,261.55
8.2771,0.8957,123.44,1.4304,1.5762,0.4942,262.95
8.2768,0.8879,123.63,1.4198,1.5742,0.4917,262.05
8.2773,0.889,122.91,1.426,1.565,0.4958,262.3
8.2771,0.8959,122.74,1.4342,1.5561,0.5007,262.65
8.2773,0.893,122.13,1.432,1.5685,0.4984,261.55
8.2777,0.8861,122.35,1.4364,1.5635,0.4932,260.05
8.2779,0.8822,123.58,1.4271,1.573,0.4924,258.95
8.2777,0.8787,126.1,1.4172,1.576,0.4851,257.95
8.2776,0.8796,126.41,1.4163,1.5765,0.4784,255.55
8.2772,0.8957,125.63,1.4328,1.5788,0.4868,257.05
8.2771,0.901,125.19,1.4327,1.5707,0.489,258.45
8.2768,0.8962,124.05,1.4278,1.574,0.4907,258.55
8.2767,0.9026,123.98,1.437,1.5636,0.497,260.05
8.277,0.8981,124.99,1.4456,1.5645,0.4938,258.45
8.2769,0.8876,124.43,1.4332,1.5553,0.4956,257.65
8.2769,0.8866,124.76,1.4364,1.5627,0.5031,258.75
8.2772,0.8917,123.56,1.4388,1.5585,0.5088,260.15
8.2769,0.8858,124.3,1.4347,1.5605,0.5105,263.35
8.2775,0.8821,123.31,1.429,1.5592,0.5031,261
8.2775,0.8846,122.28,1.4414,1.563,0.5024,261.25
8.2773,0.8936,121.62,1.4464,1.5501,0.5164,265.6
8.2775,0.9038,122.49,1.4426,1.545,0.5164,264.65
8.277,0.8972,121.19,1.433,1.5482,0.503,263.75
8.2769,0.8942,122.12,1.434,1.5472,0.503,264.15
8.2767,0.8962,122.23,1.4412,1.5488,0.5088,262.25
8.2769,0.9037,123.12,1.4392,1.5446,0.5086,264.15
8.2773,0.8914,124.03,1.433,1.54,0.5088,263.65
8.2774,0.8879,123.64,1.4302,1.5356,0.512,264.05
8.2785,0.8832,121.34,1.4262,1.5458,0.5152,264.95
8.2775,0.8846,122.21,1.4212,1.5378,0.5233,270.05
8.2771,0.8815,122.58,1.4227,1.5424,0.5237,269.25
8.2771,0.8761,122.58,1.4197,1.5496,0.5216,268.05
8.2771,0.8745,123.26,1.4198,1.5506,0.5193,268.35
8.2769,0.8775,123.4,1.43,1.5458,0.5206,268.35
8.2769,0.884,123.5,1.4301,1.5386,0.5233,272.25
8.2767,0.8828,122.49,1.4304,1.534,0.5279,273.75
8.2768,0.8795,123.61,1.4387,1.5332,0.5291,287.55
8.2778,0.8767,122.56,1.4387,1.5364,0.527,285.35
8.2774,0.865,122.7,1.4264,1.5396,0.5242,285.35
8.2771,0.8561,119.78,1.4082,1.5516,0.5175,283.75
8.277,0.8564,120.03,1.4076,1.547,0.519,279.25
8.2771,0.8586,120.72,1.4212,1.5453,0.5202,277.65
8.2768,0.8556,120.07,1.4175,1.5372,0.5164,273.95
8.2777,0.8567,120.3,1.4258,1.5452,0.5124,266.05
8.277,0.846,119.12,1.4177,1.5368,0.5086,265.85
8.2777,0.8475,119.05,1.4184,1.5326,0.5086,267.05
8.277,0.8457,119.28,1.4141,1.5356,0.5088,265.75
8.2769,0.8524,120.3,1.4133,1.5297,0.5088,266.25
8.2772,0.8479,120.34,1.3918,1.5256,0.5159,266.25
8.2767,0.8503,119.98,1.3897,1.5217,0.5186,266.35
8.2767,0.851,120.96,1.3806,1.5192,0.5254,273.75
8.2767,0.8436,121.9,1.3743,1.5172,0.5229,268.15
8.2771,0.8494,121.83,1.3728,1.5254,0.5235,271.85
8.2779,0.853,122.07,1.3905,1.5159,0.5288,272.35
8.2773,0.8626,121.37,1.4013,1.5224,0.525,275.65
8.277,0.8614,123.1,1.4028,1.5234,0.5252,271.55
8.277,0.8609,123.31,1.4054,1.534,0.5231,272.55
8.2779,0.8539,123.07,1.4012,1.534,0.5198,273.65
8.277,0.8544,123.68,1.3955,1.5345,0.5187,272.75
8.2769,0.8551,124.41,1.4155,1.5234,0.5179,272.95
8.2767,0.8558,124.37,1.411,1.5256,0.5159,272.6
8.2768,0.8601,123.81,1.4135,1.5155,0.5171,273.95
8.2768,0.8632,123.72,1.4154,1.5159,0.5212,276.15
8.2768,0.8604,124.25,1.417,1.516,0.519,272.35
8.277,0.8447,124.69,1.4078,1.521,0.5066,269.25
8.2767,0.8492,124.76,1.4155,1.513,0.5096,270.85
8.277,0.8463,124.38,1.4169,1.513,0.5112,269.55
8.2767,0.8482,124.39,1.4069,1.5091,0.517,267.75
8.2767,0.8362,125.73,1.3998,1.5106,0.5144,265.35
8.2768,0.8472,126.01,1.412,1.5214,0.508,266.25
8.2767,0.8473,125.41,1.4079,1.5216,0.5098,266.65
8.277,0.8546,125.33,1.4109,1.5196,0.5087,266.35
8.2769,0.8593,124.34,1.4079,1.524,0.505,268.45
8.2769,0.8533,123.76,1.4074,1.5269,0.5038,266.85
8.2767,0.8538,124.86,1.4014,1.5384,0.5072,267.35
8.2767,0.8548,125.43,1.4009,1.537,0.5076,267.15
8.2769,0.8588,125.08,1.3994,1.54,0.5088,268.35
8.277,0.8722,123.93,1.4166,1.5386,0.514,270.75
8.2768,0.8712,123.37,1.4274,1.5414,0.5145,269.55
8.2768,0.8714,122.78,1.4306,1.5422,0.5057,270.05
8.277,0.8684,124.42,1.4184,1.544,0.5079,268.85
8.2773,0.8751,123.89,1.4238,1.5399,0.5074,269.75
8.277,0.88,123.65,1.4271,1.5362,0.5071,267.75
8.2771,0.8779,123.7,1.428,1.5326,0.5082,266.45
8.277,0.876,123.61,1.4239,1.5324,0.5077,267.55
8.2767,0.8747,125.1,1.4258,1.5294,0.5053,265.25
8.277,0.875,125.05,1.4253,1.5302,0.5088,266.65
8.2769,0.881,124.61,1.4342,1.5347,0.5191,267.55
8.2768,0.8828,123.76,1.4312,1.5292,0.5199,268.05
8.2768,0.884,123.65,1.4286,1.5292,0.5175,268.55
8.277,0.8818,123.84,1.4192,1.5251,0.5173,267.75
8.2772,0.8771,123.45,1.4168,1.5354,0.5156,267.65
8.2773,0.8804,123.38,1.4157,1.5343,0.5191,268.35
8.2773,0.8923,121.8,1.4258,1.5395,0.5127,274.15
8.2768,0.8932,122.05,1.4234,1.5413,0.5141,274.55
8.2771,0.8976,122.43,1.4218,1.537,0.5179,275.95
8.2773,0.9025,121.66,1.4286,1.5364,0.5216,276.75
8.2771,0.9123,119.61,1.4398,1.5264,0.5289,275.85
8.277,0.9141,119.83,1.4462,1.5358,0.5255,275.35
8.2768,0.9172,120.25,1.4451,1.5434,0.536,279.25
8.2768,0.9136,120.7,1.4441,1.5444,0.5321,276.05
8.2768,0.913,119.75,1.4495,1.5475,0.5315,275.05
8.2769,0.9144,120.43,1.4492,1.5429,0.5327,274.55
8.2768,0.9152,119.76,1.447,1.5409,0.5328,275.55
8.2773,0.9131,120.12,1.4427,1.5393,0.5339,272.85
8.277,0.9115,119.91,1.4442,1.541,0.5291,272.75
8.2768,0.9105,120.12,1.4503,1.54,0.5296,272.25
8.2769,0.9101,120.16,1.4519,1.5447,0.5297,273.75
8.2767,0.9172,119.33,1.4581,1.5464,0.532,275.25
8.2769,0.9117,118.81,1.4559,1.5494,0.5302,274.4
8.2768,0.8857,119.47,1.442,1.5602,0.5191,271.65
8.277,0.8865,120.69,1.4575,1.5564,0.5205,272.05
8.2768,0.895,121.01,1.4556,1.5571,0.5221,273.15
8.2767,0.9049,120.12,1.4609,1.566,0.5187,273.15
8.2767,0.9002,120.88,1.4585,1.5622,0.514,271.75
8.2767,0.9243,117.83,1.4653,1.5698,0.4955,289.45
8.2768,0.9266,117.2,1.4687,1.5721,0.495,287.75
8.2766,0.93,117.43,1.4696,1.5695,0.4926,290.5
8.2766,0.9257,116.02,1.4653,1.571,0.4931,288.65
8.2767,0.913,116.77,1.4552,1.5704,0.484,291.45
8.277,0.9162,117.56,1.4629,1.5697,0.4913,289.25
8.2772,0.9227,117.58,1.4627,1.5703,0.493,289.75
8.2769,0.9233,117.84,1.4699,1.5718,0.4909,293.25
8.2769,0.9174,119.6,1.4736,1.5783,0.4878,291.95
8.2768,0.9103,119.47,1.4725,1.5776,0.4914,293.25
8.2767,0.9203,119.78,1.4747,1.5621,0.5075,291.9
8.2769,0.9134,120.25,1.4589,1.5644,0.5008,288
8.2768,0.9106,120.35,1.4504,1.5678,0.5017,284.85
8.2766,0.903,121.4,1.4437,1.5649,0.5008,281.25
8.2765,0.9087,121.37,1.4498,1.5655,0.5033,284.45
8.2766,0.9083,120.94,1.4482,1.5574,0.5157,281.45
8.2767,0.9084,121.28,1.4476,1.5636,0.5113,281.35
8.2769,0.9027,121.23,1.4465,1.5693,0.5129,282.45
8.277,0.904,121.13,1.4452,1.5781,0.5071,279.45
8.2768,0.899,121.12,1.4347,1.5756,0.508,279.65
8.277,0.8921,122.45,1.4243,1.5781,0.5098,275.55
8.2768,0.8905,122.7,1.4247,1.571,0.5073,275.95
8.2767,0.8933,122.86,1.428,1.5732,0.5077,275.45
8.2769,0.8937,122.9,1.429,1.5731,0.5039,277.25
8.277,0.8918,122.71,1.4369,1.5774,0.5019,277.35
8.277,0.9035,122.03,1.4522,1.5736,0.504,279.27
8.2768,0.9049,121.99,1.4525,1.5775,0.5037,280.5
8.2768,0.8999,122.31,1.455,1.5876,0.5034,279.65
8.2769,0.9036,121.93,1.462,1.5938,0.5092,279.65
8.2769,0.9023,121.76,1.4618,1.5912,0.5082,279.95
8.2768,0.8973,121.77,1.459,1.5936,0.5083,278.95
8.2767,0.8972,121.04,1.4601,1.5913,0.514,280.25
8.2766,0.895,120.88,1.4616,1.5982,0.5152,280.75
8.2766,0.8928,120.04,1.4535,1.5986,0.5147,276.75
8.2766,0.8938,120.28,1.4565,1.6039,0.5124,277.45
8.2765,0.8947,120.41,1.4532,1.6024,0.519,278.25
8.2765,0.8811,121.52,1.4426,1.594,0.5199,277.55
8.2767,0.8831,121.51,1.4412,1.592,0.5192,278.3
8.277,0.8813,122.41,1.4319,1.5869,0.5181,275.35
8.2771,0.8844,122.86,1.4272,1.5895,0.5222,274.85
8.277,0.8794,123.25,1.4136,1.586,0.5217,272.95
8.2769,0.8826,122.65,1.4191,1.5948,0.5199,273.48
8.2769,0.8792,123.09,1.4163,1.6011,0.5164,273.15
8.2769,0.8774,124.29,1.4101,1.5988,0.5175,272.9
8.277,0.8804,124.1,1.4122,1.5994,0.5184,273.15
8.277,0.8817,123.99,1.4139,1.5955,0.522,273.45
8.2772,0.8876,123.02,1.4246,1.584,0.5213,274.35
8.2774,0.8889,123.71,1.4266,1.5806,0.5175,274.05
8.2772,0.896,123.47,1.424,1.5729,0.5216,274.4
8.277,0.8915,123.97,1.4251,1.5746,0.5168,277.25
8.2771,0.8903,124.11,1.4213,1.5707,0.5151,275.7
8.2772,0.8865,124.24,1.4153,1.5724,0.5194,274.45
8.2773,0.8949,124.68,1.4281,1.5726,0.5192,274.55
8.2772,0.8894,125.56,1.4327,1.5736,0.5147,274.55
8.277,0.8892,126.15,1.433,1.578,0.5144,273.15
8.2768,0.8914,126.16,1.4371,1.5753,0.5161,272.8
8.2768,0.898,126.19,1.447,1.5657,0.5202,274.55
8.2767,0.8932,126.18,1.4418,1.5675,0.5184,274.45
8.2768,0.9041,127.26,1.454,1.5604,0.5194,278.45
8.2769,0.9025,127.5,1.4592,1.565,0.5173,278.15
8.2768,0.9026,127.78,1.4561,1.5738,0.515,280.45
8.2767,0.9002,128.06,1.4496,1.5744,0.5107,276.15
8.2766,0.8999,128.54,1.4476,1.5783,0.5052,276.25
8.2767,0.8868,129.64,1.4373,1.5851,0.5078,278.15
8.2766,0.8767,129.87,1.4424,1.5935,0.5086,278.05
8.2766,0.8787,130.71,1.4533,1.6006,0.506,279.38
8.2767,0.8827,131.66,1.4504,1.5969,0.5073,277.05
8.2768,0.8839,131.03,1.4499,1.5908,0.5106,276.55
8.2766,0.8911,131.6,1.4559,1.5917,0.5102,278.95
8.2768,0.8951,130.97,1.4459,1.5968,0.5206,278.95
8.2767,0.893,131.06,1.4387,1.598,0.5188,278.75
8.2766,0.8922,132.69,1.4392,1.5942,0.524,279.05
8.2767,0.8904,132.6,1.437,1.5962,0.5248,283.95
8.2766,0.8912,132.67,1.4411,1.6004,0.5225,286.35
8.2768,0.8921,131.91,1.4472,1.5962,0.521,287.55
8.2767,0.8942,131.86,1.4496,1.595,0.5166,284.95
8.2768,0.8842,131.26,1.4395,1.5879,0.5181,284.65
8.2767,0.8825,131.78,1.4363,1.5972,0.5155,287.15
8.2768,0.8811,132.35,1.4358,1.6106,0.5145,284.05
8.2767,0.8843,132.42,1.4378,1.6108,0.5145,283.55
8.2767,0.8856,133.9,1.4289,1.608,0.5192,282
8.2765,0.8775,134.24,1.4236,1.6022,0.5175,279.25
8.2767,0.8765,134.76,1.4218,1.6035,0.519,278.98
8.2765,0.8647,134.31,1.4081,1.6114,0.5161,279.45
8.2767,0.861,133.4,1.4074,1.607,0.5161,278.65
8.2766,0.8644,133.41,1.4124,1.5933,0.5095,281.85
8.2765,0.8614,132.79,1.4138,1.5882,0.5057,281.9
8.2765,0.8579,134.7,1.4099,1.5845,0.5066,282.55
8.2766,0.8614,133.16,1.4159,1.5908,0.5075,286.25
8.2766,0.87,132.26,1.4219,1.5952,0.5109,289.9
8.2765,0.8671,133.79,1.4143,1.5978,0.5091,297.55
8.2767,0.8684,133.54,1.4125,1.604,0.5084,297
8.2766,0.8706,133.47,1.4136,1.5983,0.5082,301.15
8.2767,0.8732,134.63,1.4149,1.5961,0.5104,303.75
8.2765,0.8687,133.95,1.4247,1.5999,0.5135,292.55
8.2767,0.8639,134.65,1.4162,1.609,0.5134,297.75
8.2766,0.8654,134.26,1.4192,1.6078,0.5148,296.8
8.2765,0.8687,133.65,1.4171,1.6023,0.5171,296.55
8.2766,0.8648,133.23,1.4183,1.5918,0.519,298.15
8.2767,0.8689,132.23,1.422,1.5901,0.5199,296.85
8.2765,0.8714,132.22,1.4234,1.5885,0.5202,293.95
8.2766,0.8759,130.8,1.4217,1.5809,0.5226,293.5
8.2771,0.8833,126.92,1.4275,1.5826,0.5256,289.55
8.2771,0.8735,128.58,1.4204,1.585,0.5227,289.75
8.2769,0.8755,128.12,1.4195,1.5833,0.5216,290.7
8.2767,0.876,128.65,1.4153,1.5845,0.5205,293.85
8.2771,0.8764,129.41,1.4152,1.5976,0.5194,293.35
8.2774,0.8822,129.15,1.4205,1.5915,0.5216,291.25
8.2775,0.8822,129.02,1.4232,1.5831,0.5252,290.05
8.2773,0.8817,131.34,1.4262,1.5856,0.5251,292.57
8.2775,0.8826,131.97,1.4239,1.5847,0.5235,293.2
8.2774,0.884,131.45,1.4275,1.5781,0.5302,292.45
8.2772,0.8817,132.01,1.4249,1.5785,0.5289,293.15
8.277,0.8765,132.82,1.4246,1.5769,0.5305,297.75
8.2769,0.8771,133.28,1.4253,1.5827,0.5301,298.25
8.2771,0.8767,132.83,1.4264,1.5922,0.5274,296.75
8.2772,0.8726,132.7,1.4241,1.5945,0.5272,302.38
8.2774,0.8702,132.65,1.4252,1.5928,0.5334,302.65
8.2774,0.8803,133.42,1.441,1.5985,0.5335,303.35
8.2772,0.8789,133.39,1.436,1.5923,0.5349,305.85
8.2773,0.8809,132.68,1.4357,1.5888,0.5325,302.55
8.2771,0.8777,132.19,1.4339,1.5943,0.5309,301
8.277,0.879,131.54,1.4328,1.5885,0.5315,300.05
8.277,0.8739,131.38,1.4303,1.594,0.5272,300.5
8.2769,0.8804,130.98,1.4355,1.5967,0.5275,298.55
8.2771,0.8803,130.64,1.4364,1.5922,0.5307,301.25
8.2772,0.8828,131.51,1.4385,1.5894,0.5348,302.6
8.2772,0.8792,132.04,1.4362,1.5875,0.5345,302.15
8.2771,0.88,131.88,1.4379,1.5862,0.5319,299.85
8.2772,0.8818,131.1,1.4387,1.5809,0.5329,299
8.2772,0.8892,130.75,1.444,1.5741,0.5376,302.05
8.2772,0.89,129.84,1.4482,1.5753,0.5383,303.65
8.2775,0.8915,130.34,1.4479,1.5715,0.5394,302.35
8.2772,0.8895,129.9,1.4497,1.5713,0.5408,302.9
8.2773,0.8884,130.11,1.447,1.5737,0.538,303.65
8.2774,0.8918,129.52,1.4481,1.5678,0.5425,304.05
8.2774,0.8978,128.59,1.4545,1.5633,0.5441,307.65
8.2773,0.9015,127.85,1.4566,1.5609,0.5434,311.35
8.277,0.9034,128.04,1.4584,1.5667,0.5383,311.1
8.2773,0.9006,128.46,1.4567,1.5674,0.538,308.45
8.2775,0.9052,128.72,1.4553,1.5697,0.5394,308.15
8.2772,0.9085,128.36,1.4587,1.5651,0.5439,309.55
8.2771,0.9135,127.55,1.4618,1.558,0.5452,311.05
8.2769,0.9117,127.66,1.457,1.5554,0.5471,310.85
8.277,0.9022,128.55,1.4488,1.5576,0.5471,307.65
8.2769,0.9112,127.67,1.4596,1.556,0.5484,309.05
8.2768,0.9118,128.12,1.4563,1.5539,0.5483,309.85
8.2768,0.9213,125.79,1.4593,1.5462,0.5522,311.05
8.2769,0.9222,125.3,1.4594,1.5416,0.5554,315.95
8.2769,0.9199,123.89,1.4593,1.5381,0.5567,316.15
8.277,0.9259,124.19,1.4581,1.5333,0.56,317.95
8.277,0.9214,124.89,1.4539,1.5339,0.5572,322.05
8.2771,0.9211,124.63,1.4565,1.5332,0.5566,320.55
8.2766,0.9291,124.43,1.459,1.5304,0.5624,324.25
8.2765,0.9365,124.3,1.4622,1.5325,0.5638,325.05
8.2765,0.9387,123.18,1.465,1.5344,0.5638,325.05
8.2765,0.9323,124.23,1.4556,1.5273,0.567,326.55
8.2767,0.9375,123.79,1.462,1.5286,0.5708,327.65
8.2768,0.9418,123.91,1.4594,1.5296,0.573,327.85
8.2769,0.9391,124.42,1.4588,1.5322,0.5726,321.45
8.277,0.9456,124.26,1.4594,1.5328,0.5747,325.65
8.277,0.9441,124.37,1.4594,1.5319,0.5719,323.95
8.277,0.9433,124.66,1.4596,1.539,0.57,319.05
8.2768,0.9469,125.31,1.4716,1.5378,0.5684,321.05
8.2769,0.9448,125.64,1.4706,1.536,0.5713,319.25
8.2769,0.9418,124.98,1.4708,1.5388,0.566,318.15
8.277,0.9453,124.06,1.4772,1.5462,0.5606,319.35
8.2773,0.9438,124.42,1.4788,1.5475,0.5573,316.85
8.2775,0.951,124.32,1.491,1.5444,0.5651,320.05
8.2774,0.9563,123.8,1.491,1.5406,0.5647,320.85
8.2772,0.9636,123.4,1.4984,1.5291,0.5706,323.95
8.2771,0.9701,121.41,1.4959,1.5204,0.5736,324.65
8.277,0.9778,121.24,1.5066,1.5176,0.5761,322.45
8.2771,0.9774,121.47,1.5049,1.5164,0.5706,321.35
8.2772,0.9862,119.7,1.5283,1.5165,0.5601,319.25
8.2771,0.9878,119.41,1.5268,1.5127,0.5614,318.25
8.2771,0.9916,119.5,1.5307,1.5151,0.5634,314.45
8.277,0.987,120.03,1.5301,1.5177,0.5613,315.15
8.2769,0.9834,120.19,1.5328,1.5257,0.5628,312.95
8.2768,0.98,119.91,1.5259,1.5324,0.5594,311.15
8.2766,0.9732,120.33,1.5222,1.5237,0.5564,311.55
8.2767,0.9876,118.53,1.5373,1.5208,0.5646,312.85
8.2766,0.9941,117.89,1.5489,1.5115,0.5684,316.85
8.2766,0.9884,117.61,1.5464,1.5182,0.5654,316.35
8.2768,0.9907,116.77,1.5571,1.521,0.5578,316.5
8.2767,0.9903,116.83,1.5503,1.5325,0.5595,316.05
8.2768,1.0054,116.24,1.5704,1.5385,0.5592,318.15
8.2769,1.0077,116.02,1.5706,1.5353,0.5561,318.25
8.2769,1.0093,116.23,1.5716,1.5416,0.5504,317.65
8.2768,1.0095,116.6,1.5712,1.5436,0.5524,317.95
8.2769,1.0132,115.68,1.5781,1.5425,0.5563,323.95
8.277,1.0069,116.37,1.5765,1.5621,0.5473,323.15
8.277,0.9862,117.76,1.557,1.5864,0.5385,313.25
8.2769,0.9962,116.25,1.5759,1.5711,0.5406,311.25
8.2769,1.0015,116.58,1.5815,1.571,0.5396,310.05
8.2768,0.9868,118.92,1.564,1.5872,0.535,303.75
8.2767,0.9804,119.75,1.5614,1.572,0.5394,302.55
8.2766,0.9842,120.14,1.5719,1.575,0.5435,304.75
8.2767,0.9768,119.77,1.5618,1.5858,0.5415,303.55
8.2766,0.9836,119.32,1.5592,1.591,0.5398,304.65
8.2768,0.9865,119.02,1.5687,1.5862,0.5384,307.35
8.2767,0.9809,119.67,1.5609,1.5965,0.5275,308.15
8.2768,0.9648,120.97,1.536,1.5835,0.5305,306.35
8.2769,0.9742,120.14,1.5376,1.5761,0.537,314.05
8.2767,0.9657,121,1.5298,1.5802,0.5335,310.65
8.2766,0.9703,120.13,1.5238,1.5737,0.5357,314.55
8.2768,0.9787,118.96,1.531,1.5754,0.5401,314.25
8.2767,0.9812,118.86,1.5344,1.5626,0.5371,315.65
8.2766,0.9819,117.24,1.5383,1.5634,0.5367,311.65
8.2768,0.9835,117.14,1.5372,1.5617,0.5426,314.65
8.2768,0.9837,117.57,1.5358,1.5596,0.5455,313.95
8.2767,0.9767,118.51,1.5259,1.572,0.542,306.75
8.2768,0.9789,118.7,1.5287,1.5662,0.5459,309.45
8.2766,0.9795,118.46,1.5315,1.5574,0.5438,308.05
8.2766,0.97,119.81,1.5211,1.5592,0.5404,307.05
8.2767,0.9718,119.67,1.5183,1.556,0.5429,307.05
8.2766,0.9721,119.6,1.5211,1.5544,0.5435,309.45
8.2767,0.983,118.12,1.5346,1.5536,0.5541,312.75
8.2768,0.98,118.62,1.5355,1.5586,0.5514,310.05
8.2767,0.9835,118.26,1.5475,1.5576,0.5515,313.45
8.2768,0.9816,118.49,1.549,1.5583,0.5505,312.75
8.277,0.9962,117.07,1.5623,1.5515,0.5479,314.15
8.2771,0.991,118,1.5641,1.5677,0.5446,314.65
8.2772,0.993,118.2,1.5671,1.5705,0.5416,319.25
8.277,0.9808,118.53,1.557,1.5587,0.5475,320.25
8.277,0.9785,118.86,1.5554,1.5652,0.548,321.25
8.277,0.9747,119.86,1.555,1.5718,0.5477,317.75
8.277,0.9746,120.45,1.5511,1.5788,0.5477,317.65
8.2768,0.981,120.11,1.5598,1.5874,0.5526,319.05
8.2768,0.9722,121.67,1.5516,1.5844,0.5502,316.85
8.2768,0.9709,122.25,1.5431,1.5807,0.5484,317.45
8.2769,0.9708,122.34,1.5384,1.5807,0.5476,318.35
8.2769,0.9761,121.96,1.5488,1.5774,0.5482,320.35
8.2768,0.9845,121.44,1.5552,1.5735,0.5502,323.35
8.2769,0.9803,123.44,1.5532,1.5742,0.5457,322.15
8.2771,0.9775,123.76,1.5504,1.582,0.543,323.25
8.277,0.9811,123.23,1.5582,1.5878,0.5437,326.15
8.2769,0.9761,122.83,1.5578,1.5787,0.5455,322.25
